HOME,ROAD,LINE,LINESAG,LINEPFZ,LINEL2,LINEL2H,LINEL1,LINESCRP,LINEFLY,LINERAY,LINECPA,LINEMASS,LINEMORE,LINEDUNK,LINEEFF,LINEMCMC,LINEPYTH,LINEED,LINEAVG,LINEJFM,LINEPIG,LINEELO,LINEARGH,LINEHANK,LINEBIHL,LINEERIC,LINEGRID,LINEFOX,LINEFREE,LINESELF,LINECPA2,VSCORE,HSCORE,WEEK
Baltimore,Cincinnati,11,8.59,10.95,8.31,14.35,9.29,10.58,13.25,16.27,11.18,11.98,10.24,,8.8,6.95,8.66,14,10.66,16.21,13,10.53,8,7,10.78,,11,14,8,7.53,15.31,0,16,16
Carolina,St. Louis,-12.5,-15.19,-16.54,-17.36,-18.03,-16.57,-15.94,-17.04,-23.49,-10.54,-9.14,-13.95,,-8,-15.8,-9.54,-14,-14.3,-16.46,-14,-11.57,-17,-19,-16.46,,-13,-15,-8,-8.15,-24,38,32,16
Green Bay,Cleveland,8,6.42,4.66,4.21,8.36,4.14,7.45,9.64,13.93,9.79,10.61,7.14,,3.7,4.24,6.83,8,7.48,10.63,10,7.2,6,7,9.41,,10,10,5,5.55,12.64,7,30,16
Indianapolis,N.Y. Jets,1,-2.82,-1.15,-4.91,-14.02,-2.57,-0.98,-2.35,-6.48,-2.88,-1.47,-0.82,,-0.6,-4.47,-0.42,-4,-2.55,-3.33,0,-6.85,-4,-3,-2.6,,1,-3,1,-0.35,-7.03,29,28,16
Kansas City,San Diego,3,1.4,1.37,-0.16,-2.99,2.86,2.99,5.03,3.06,4.07,3.66,4.03,,0.1,-0.68,0.64,3,2.61,2.92,4,3.41,1,-1,2,,4,4,3,2.8,3.17,17,20,16
Minnesota,Jacksonville,3.5,0.91,3.66,0.71,6.75,2.29,1.33,3.86,4.77,5.7,3.61,1.36,,2.7,0.48,0.78,4,2.74,2.68,3,7.26,1,1,2.39,,5,3,5,2.19,3.25,33,3,16
N.Y. Giants,Seattle,3.5,1.3,7.54,2.08,17.41,2,1.78,1.52,-0.69,4.35,3.38,3.24,,6.7,1.83,3.4,4,2.81,8.7,0,3.14,1,1,3.62,,4,1,4,2.39,0.68,24,27,16
New England,Miami,3,1.07,2.94,2.19,14.29,0.29,1.26,1.33,2.64,7.22,2,6.01,,4,1.7,4.52,3,2.35,-4.21,2,4.86,1,-1,3.06,,3,4,1,1.92,3.56,13,20,16
Oakland,Tennessee,5,7.53,6.61,9.9,7.12,13.14,8.4,10.33,13.29,8.84,5.88,7.91,,10,9.05,9.2,9,8.26,6.78,7,6.07,9,7,10.39,,7,7,8,6.07,10.31,13,10,16
Pittsburgh,Detroit,10,14.45,15.54,13.17,11.87,13,18.06,21.6,25.63,14.04,13.18,13.95,,8,10.78,13.43,12,14.75,17.79,13,12.76,16,16,16.06,,11,15,10,12.4,22.18,14,47,16
San Francisco,Philadelphia,3,3.81,2.95,-0.17,-3.34,-6.57,5.18,6.72,3.14,3.38,1.92,1.43,,-3.7,-1.56,-0.46,1,1.76,-0.57,0,2.29,2,1,3.5,,3,2,2,4.81,4.2,3,13,16
Tampa Bay,New Orleans,3,1.7,2.64,1.19,-0.2,-1.43,2.81,4.53,3.74,3.05,5.05,0.58,,2,0.91,2.61,5,2.28,-0.45,4,3.51,2,-1,3.81,,3,2,4,3.05,1.58,21,48,16
Washington,Chicago,-2,-7.21,-1.25,-9.01,-17.06,-2.86,-7.54,-4.1,-6.65,-4.5,-0.78,-5.49,,-2.3,-8.15,-7,-8,-4.38,-2.2,-2,2.17,-7,-7,-8.39,,0,-3,0,-2.59,-10.66,20,15,16
Carolina,Arizona,1,0.47,-3.09,4.56,2.68,4.4,-0.1,-3.18,-4.87,1.83,5.66,1.82,1,1,3.61,1.67,7.4,1.23,-1.33,2,2.7,-2,-6,4,,1,3,1,1.05,-3.37,30,7,17
Cincinnati,Pittsburgh,-7.5,-8.8,-11.14,-9.83,-3.94,-14.4,-9.34,-8.95,-18.89,-5.3,-8.99,-10.9,-15.1,-3.6,-8.61,-8.32,-11.15,-10.29,-13.99,-12,-9.72,-9,-13,-8.88,,-7,-13,-5,-4.39,-10.97,23,26,17
Dallas,San Francisco,-6,-9.98,-9.53,-11.89,-7.41,-8.2,-10.22,-8.76,-13.81,-4.93,-3.99,-9.69,-15.3,-6.6,-9.6,-5.81,-7.36,-9.13,-6.55,-8,-9.77,-11,-10,-11.05,,-6,-14,-6,-5.11,-9.33,21,27,17
Denver,Oakland,1,-1.76,2.87,-2.37,-3.8,-1.8,-2.08,-0.62,-5.26,2.11,0.49,-0.57,-0.1,0.6,-1.8,0.31,0.2,-0.78,-1.33,0,0.17,-3,-3,-1.23,,0,-1,0,0.49,-1.65,17,23,17
Detroit,Chicago,-5,-10.16,-7.92,-9,-17.35,-2.2,-11.74,-13.29,-16.09,-8.65,-2.97,-6.5,-6,-5.6,-8.2,-7.26,-7.66,-8.46,-8.96,-7,-5.75,-13,-12,-9.73,,-3,-8,-4,-5.77,-14.82,24,0,17
Green Bay,Minnesota,12,10.66,12.68,11.97,25.36,15.2,12.93,12.18,14.62,15.13,10.22,13.95,13.9,11.6,11,10.92,13.23,12.01,12.96,9,10.31,12,9,13.5,,9,11,3,7.91,18.01,13,24,17
Jacksonville,Kansas City,4.5,5.46,2.1,6.06,4.45,6.2,6.44,6.18,4.4,6.65,7.87,5.65,10.4,3.2,4.91,6.01,8.08,6.26,5.13,7,8.67,5,1,8.07,,4,9,4,5.25,5.39,30,26,17
Miami,Atlanta,7,6.89,3.48,8.76,2.45,7.2,7.66,9.46,10.84,9.8,9.8,7.4,11.6,4,7.74,6.75,11.82,9.04,10.28,13,10.55,7,5,9.77,,9,16,7,5.57,9.61,14,21,17
N.Y. Jets,Buffalo,7,12.62,7.64,13.05,4.68,11.2,15.49,17.7,17.56,8.61,9.94,9.96,12.9,4.9,11.18,9.23,11.43,11.79,9.89,11,11.91,13,9,15.26,,7,12,8,10.2,11.29,14,9,17
New Orleans,Washington,5,6.73,4.73,7.97,5.77,7.6,7.25,5.62,4,6.42,3.42,6.69,-1.9,5.4,6.71,7.07,7.02,5.74,7.66,3,2.85,6,4,9.67,,5,3,7,5.55,7.91,40,10,17
Philadelphia,N.Y. Giants,4.5,7.73,4.64,12.27,9.8,17,8.07,6.93,10.69,8.13,6.97,10.35,8.9,8.8,11.06,10.32,8.3,9.07,5.35,11,12.4,7,5,11.58,,7,13,4,5.57,7.27,21,24,17
San Diego,Seattle,1.5,1.45,3.01,4.84,15.53,2.2,0.75,-1.27,-1.67,3.99,0.74,4.23,-0.6,5.1,4.79,5.09,1.82,1.82,0.29,1,1.61,1,-1,4,,2,1,1,1.57,0.93,25,22,17
St. Louis,Indianapolis,13,15.19,14.39,18.93,12.04,20.4,15.05,18.41,22.43,11.32,11.54,14.88,16.9,12.4,17.17,11.95,17.64,16.17,17.15,16,16.51,21,13,20.28,,15,18,11,10.3,15.56,17,42,17
Tampa Bay,Baltimore,1,0.85,7.4,1.78,4.14,-2.6,1.08,0.22,-0.62,4.79,2.73,1.34,4.4,5,2.05,3.01,3.15,2.34,2.43,4,3.19,0.25,-1,3.34,,0,3,4,1.88,2.16,10,22,17
Tennessee,Cleveland,6.5,3.2,6.07,-0.56,-3,-4.4,5.03,7.25,8.95,6.4,7.5,5.86,11.2,0.5,0.05,1.78,4.39,5.23,8.05,11,7.75,3,2,4.1,,8,10,5,3.95,4.72,41,38,17
Baltimore,Minnesota,10,8.37,13.2,8.25,15.19,5,9.75,11.95,11.71,11.4,8.28,8.8,10,10.9,7.14,7.37,11.33,9.15,11.81,8,7.33,9,7,10.46,,10,10,4,7.03,10.31,3,19,18
Carolina,New England,-6.5,-8.7,-9.76,-7.69,-2.46,-7,-9.44,-10.59,-16.65,-6.97,-4.17,-8.13,-11.2,-3.4,-6.2,-4.93,-3.93,-7.85,-3.78,-7,-8.41,-11,-11,-7.24,,-4,-10,-1,-4.25,-12.47,38,6,18
Chicago,Jacksonville,5.5,8.46,4.59,7.34,-0.94,8,10.56,13.91,13.99,8.49,5.58,7.81,9.5,3.7,6.81,7.26,6.59,8.33,8.8,8,9.06,8,7,10.12,,8,6,6,7.55,9.2,13,33,18
Detroit,Dallas,-3,-2.04,-4.68,-0.43,-0.69,-2.67,-1.77,-2.75,-3.76,-2.77,2.62,0.1,0.2,0.5,-0.1,1.21,2.68,-0.42,3.63,0,0.6,-2,-4,0.88,,1,1,3,0.17,-2.87,10,15,18
Indianapolis,Denver,2,-1.83,-3.08,-4.45,1.69,-2,0.04,-1.03,-4.6,-0.25,0.33,-2.66,-3.4,-0.3,-4.58,-0.62,-1.6,-1.65,0.56,-2,-1.82,-3,-3,-2.01,,0,-3,1,1.18,0.88,10,29,18
Miami,Buffalo,6,11.8,6.07,11.27,15.18,10.67,13.87,17.57,16.03,11.43,10.51,8.11,7,5.9,10,9.16,14,11.14,11.98,10,8.41,12,9,14.67,,7,10,8,9.3,14.32,7,34,18
N.Y. Giants,Green Bay,-3,-3.99,1.75,-5.11,1.89,-2.33,-4.02,-2.44,-6.91,-0.75,-2,-6.18,-3.4,-0.3,-4.32,-2.67,-2.47,-2.69,3.1,-3,-3.56,-5,-5,-3.55,,-3,-3,3,-0.66,-4.31,34,25,18
New Orleans,San Francisco,-2.5,-4.41,-7.81,-5.65,-3.9,-4,-3.34,-3.46,-8.26,-4.46,-2.11,-4.05,-8,-6.2,-4.95,-1.94,-3.01,-4.17,2.9,-3,-5.71,-6,-5,-3.82,,-3,-9,2,-1,-6.81,38,0,18
Oakland,N.Y. Jets,3.5,3.84,3.98,5.59,-4.16,3.33,3.57,4.91,7.05,2.46,4.52,6.35,4.3,3.5,5.86,5.31,6.08,4.84,6.58,7,5.21,4,3,7.22,,7,6,6,3.47,-1.21,24,22,18
Pittsburgh,Cleveland,6.5,8.05,8.38,7.08,9.59,6.33,8.85,11.64,17.42,9.25,11.48,9.57,10.8,4,6.31,9.11,9.42,9.97,15.61,12,9.78,8,10,10.48,,10,14,8,6.83,10.96,7,28,18
Seattle,Kansas City,3.5,2.64,3.63,0.62,5.66,1.33,5.3,6.55,4.33,4.67,3.79,-0.31,-1.7,3.4,0.76,2.72,1.61,2.89,3.27,3,2.34,3,1,3.77,,4,3,5,3.89,3.35,18,21,18
St. Louis,Atlanta,14.5,14.13,12.75,18.82,5.22,14.67,15.29,16.68,21.46,10.34,14.1,17.61,23,10.8,16.94,12.57,19.87,16.47,17.33,20,18.66,16,13,19.47,,17,24,13,9.61,12.45,13,31,18
Tampa Bay,Philadelphia,3,0.41,5.66,-2.43,-4.56,-11.67,2.55,3.43,0.98,1.32,3.13,2.98,5.6,1.6,-1.98,-0.83,0.6,1,-0.65,2,2.36,-0.25,-2,0.94,,3,2,3,2.67,1.12,17,13,18
Tennessee,Cincinnati,5.5,4.2,9.79,4.04,8.65,1.33,4.92,7.1,9.47,7.79,8.9,7.06,3.5,8.2,3.88,5.44,8.04,6.64,13.04,9,6.37,5,3,6.2,,9,9,6,4.87,7.76,23,21,18
Washington,Arizona,3.5,2.36,3.91,3.45,-6.66,-0.33,3.27,5.69,3.99,1.84,6.8,2.49,8.1,0.7,2.58,2.46,4.1,3.98,5.53,7,6.01,2,1,4.45,,3,8,4,3.65,0.16,17,20,18
Green Bay,San Francisco,3.5,1.56,-2.84,1.06,6.22,6.5,2.29,4.07,3.08,2.07,5.38,3.81,1.8,0.7,1.39,3.11,4,2.41,4.41,3,3.32,2,1,3.19,,4,-3,0,,2.8,15,25,19
Miami,Baltimore,2.5,2.17,3.22,1.65,8.07,0,3.98,4.93,3.43,5.87,3.1,2.51,2.1,4.5,1.42,3.46,2.55,3.15,4.02,4,2.16,2,1,3.37,,1,4,3,,6.26,20,3,19
Oakland,N.Y. Jets,4.5,1.92,2.8,3.6,-4.38,3,2.03,2.29,4.36,-1.46,3.12,4.62,2.1,3.1,3.92,4.98,5.27,3.35,7.54,4,5.21,2,2,5.06,,5,4,5,,-1.64,24,38,19
Philadelphia,Tampa Bay,3.5,3.96,4.35,5.67,2.59,9,5.03,5.8,7.5,2.55,4.04,4.21,4.8,7.8,5.16,6.9,6,5.03,6.27,6,3.64,4,4,6.31,,4,4,4,,1.45,9,31,19
Chicago,Philadelphia,2.5,3.41,2.66,0.38,-6.02,-2.5,4.65,,4,2.35,2.36,2.77,6,,0.52,2.7,1.1,2.59,2.41,1,3.88,3,2,3.82,,,3,,,4.3,33,19,20
New England,Oakland,3,2.61,4.25,1.07,1.37,5.5,3.72,,4.79,6.18,1.96,5.68,10.9,,0.9,4.07,1.15,4.14,-0.34,5,6.76,3,1,3.57,,,7,,,4.96,13,16,20
Pittsburgh,Baltimore,5,4.31,8.56,5.1,8.15,7.5,5.37,,7.28,5.9,4.71,5.29,5.8,,4.66,6.47,4,5.75,7.38,5,5.32,4,5,6.21,,,5,,,7.24,10,27,20
St. Louis,Green Bay,10,6.09,9.75,7.42,9.8,8,6.47,,7.82,6.18,5.37,5.2,5,,6.28,5,6.3,7.01,7.9,9,6.07,7,6,8.44,,,10,,,7.01,17,45,20
Pittsburgh,New England,9.5,5.16,9.38,6.25,12.28,7.5,6.75,7.56,6.67,6.78,7.22,6.1,5.6,3.6,5.39,5.38,6.94,6.68,12.13,7,6.55,5,5,6.89,,,5,6,,5.64,24,17,21
St. Louis,Philadelphia,12,6.96,9.24,5.69,0.33,9.5,8.38,9.8,8.27,4.21,5.21,7.06,4.4,5.3,4.69,3.75,4,6.42,4.5,6,4.52,6,6,7.67,,,7,8,,6.36,24,29,21
St. Louis,New England,14,7.18,7.38,8.85,8,9.5,,8,7.65,6.09,7.38,5.34,3.2,3,8.33,3.22,6.75,6.73,,7,4.5,7,6,7.84,,,6,7,,6.33,20,17,22
